Date,Open,High,Low,Close,Adj Close,Volume,symbol,sector
2019-11-11,27580.66015625,27714.390625,27517.669921875,27691.490234375,27691.490234375,202350000,^DJI,Dow Jones Industrial Avg
2019-11-12,27701.58984375,27770.859375,27635.3203125,27691.490234375,27691.490234375,213670000,^DJI,Dow Jones Industrial Avg
2019-11-13,27622.0390625,27806.400390625,27587.19921875,27783.58984375,27783.58984375,278390000,^DJI,Dow Jones Industrial Avg
2019-11-14,27757.19921875,27800.7109375,27676.970703125,27781.9609375,27781.9609375,303970000,^DJI,Dow Jones Industrial Avg
2019-11-15,27843.5390625,28004.890625,27843.5390625,28004.890625,28004.890625,283720000,^DJI,Dow Jones Industrial Avg
2019-11-18,27993.220703125,28040.970703125,27969.240234375,28036.220703125,28036.220703125,252320000,^DJI,Dow Jones Industrial Avg
2019-11-19,28079.759765625,28090.2109375,27894.51953125,27934.01953125,27934.01953125,245890000,^DJI,Dow Jones Industrial Avg
2019-11-20,27879.55078125,27897.279296875,27675.279296875,27821.08984375,27821.08984375,258140000,^DJI,Dow Jones Industrial Avg
2019-11-21,27820.279296875,27828.330078125,27708.33984375,27766.2890625,27766.2890625,232020000,^DJI,Dow Jones Industrial Avg
2019-11-22,27831.23046875,27898.4609375,27773.98046875,27875.619140625,27875.619140625,214780000,^DJI,Dow Jones Industrial Avg
2019-11-25,27917.76953125,28068.689453125,27917.76953125,28066.470703125,28066.470703125,248420000,^DJI,Dow Jones Industrial Avg
2019-11-26,28080.75,28146.01953125,28042.2109375,28121.6796875,28121.6796875,324050000,^DJI,Dow Jones Industrial Avg
2019-11-27,28156.470703125,28174.970703125,28075.23046875,28164.0,28164.0,198210000,^DJI,Dow Jones Industrial Avg
2019-11-29,28103.16015625,28119.509765625,28042.529296875,28051.41015625,28051.41015625,120630000,^DJI,Dow Jones Industrial Avg
2019-12-02,28109.740234375,28109.83984375,27782.349609375,27783.0390625,27783.0390625,236610000,^DJI,Dow Jones Industrial Avg
2019-12-03,27501.98046875,27524.740234375,27325.130859375,27502.810546875,27502.810546875,275350000,^DJI,Dow Jones Industrial Avg
2019-12-04,27634.630859375,27727.44921875,27612.080078125,27649.779296875,27649.779296875,218200000,^DJI,Dow Jones Industrial Avg
2019-12-05,27736.05078125,27745.19921875,27562.80078125,27677.7890625,27677.7890625,208600000,^DJI,Dow Jones Industrial Avg
2019-12-06,27839.6796875,28035.849609375,27839.6796875,28015.060546875,28015.060546875,223310000,^DJI,Dow Jones Industrial Avg
2019-12-09,27987.05078125,28010.419921875,27906.140625,27909.599609375,27909.599609375,217000000,^DJI,Dow Jones Industrial Avg
2019-12-10,27900.650390625,27949.01953125,27804.0,27881.720703125,27881.720703125,213250000,^DJI,Dow Jones Industrial Avg
2019-12-11,27867.310546875,27925.5,27801.80078125,27911.30078125,27911.30078125,213510000,^DJI,Dow Jones Industrial Avg
2019-12-12,27898.33984375,28224.94921875,27859.869140625,28132.05078125,28132.05078125,277740000,^DJI,Dow Jones Industrial Avg
2019-12-13,28123.640625,28290.73046875,28028.3203125,28135.380859375,28135.380859375,250660000,^DJI,Dow Jones Industrial Avg
2019-12-16,28191.669921875,28337.490234375,28191.669921875,28235.890625,28235.890625,286770000,^DJI,Dow Jones Industrial Avg
2019-12-17,28221.75,28328.630859375,28220.560546875,28267.16015625,28267.16015625,286770000,^DJI,Dow Jones Industrial Avg
2019-12-18,28291.439453125,28323.25,28239.279296875,28239.279296875,28239.279296875,289890000,^DJI,Dow Jones Industrial Avg
2019-12-19,28278.310546875,28381.48046875,28278.240234375,28376.9609375,28376.9609375,262570000,^DJI,Dow Jones Industrial Avg
2019-12-20,28608.640625,28608.640625,28445.599609375,28455.08984375,28455.08984375,603780000,^DJI,Dow Jones Industrial Avg
2019-12-23,28491.779296875,28582.490234375,28491.779296875,28551.529296875,28551.529296875,223530000,^DJI,Dow Jones Industrial Avg
2019-12-24,28572.5703125,28576.80078125,28503.2109375,28515.44921875,28515.44921875,86150000,^DJI,Dow Jones Industrial Avg
2019-12-26,28539.4609375,28624.099609375,28535.150390625,28621.390625,28621.390625,155970000,^DJI,Dow Jones Industrial Avg
2019-12-27,28675.33984375,28701.66015625,28608.98046875,28645.259765625,28645.259765625,182280000,^DJI,Dow Jones Industrial Avg
2019-12-30,28654.759765625,28664.689453125,28428.98046875,28462.140625,28462.140625,181600000,^DJI,Dow Jones Industrial Avg
2019-12-31,28414.640625,28547.349609375,28376.490234375,28538.439453125,28538.439453125,193340000,^DJI,Dow Jones Industrial Avg
2020-01-02,28638.970703125,28872.80078125,28627.76953125,28868.80078125,28868.80078125,251820000,^DJI,Dow Jones Industrial Avg
2020-01-03,28553.330078125,28716.310546875,28500.359375,28634.880859375,28634.880859375,239590000,^DJI,Dow Jones Industrial Avg
2020-01-06,28465.5,28708.01953125,28418.630859375,28703.380859375,28703.380859375,252760000,^DJI,Dow Jones Industrial Avg
2020-01-07,28639.1796875,28685.5,28565.279296875,28583.6796875,28583.6796875,258900000,^DJI,Dow Jones Industrial Avg
2020-01-08,28556.140625,28866.1796875,28522.509765625,28745.08984375,28745.08984375,291750000,^DJI,Dow Jones Industrial Avg
2020-01-09,28851.970703125,28988.009765625,28844.310546875,28956.900390625,28956.900390625,275060000,^DJI,Dow Jones Industrial Avg
2020-01-10,28977.51953125,29009.0703125,28789.099609375,28823.76953125,28823.76953125,237830000,^DJI,Dow Jones Industrial Avg
2020-01-13,28869.009765625,28909.91015625,28819.4296875,28907.05078125,28907.05078125,249830000,^DJI,Dow Jones Industrial Avg
2020-01-14,28895.5,29054.16015625,28872.26953125,28939.669921875,28939.669921875,287440000,^DJI,Dow Jones Industrial Avg
2020-01-15,28901.80078125,29127.58984375,28897.349609375,29030.220703125,29030.220703125,260270000,^DJI,Dow Jones Industrial Avg
2020-01-16,29131.94921875,29300.3203125,29131.94921875,29297.640625,29297.640625,252110000,^DJI,Dow Jones Industrial Avg
2020-01-17,29313.310546875,29373.619140625,29289.91015625,29348.099609375,29348.099609375,321820000,^DJI,Dow Jones Industrial Avg
2020-01-21,29269.05078125,29341.2109375,29146.470703125,29196.0390625,29196.0390625,320640000,^DJI,Dow Jones Industrial Avg
2020-01-22,29263.630859375,29320.19921875,29172.259765625,29186.26953125,29186.26953125,283440000,^DJI,Dow Jones Industrial Avg
2020-01-23,29111.01953125,29190.470703125,28966.98046875,29160.08984375,29160.08984375,307060000,^DJI,Dow Jones Industrial Avg
2020-01-24,29230.390625,29288.7890625,28843.310546875,28989.73046875,28989.73046875,380010000,^DJI,Dow Jones Industrial Avg
2020-01-27,28542.490234375,28671.7890625,28440.470703125,28535.80078125,28535.80078125,337270000,^DJI,Dow Jones Industrial Avg
2020-01-28,28594.279296875,28823.23046875,28575.75,28722.849609375,28722.849609375,330140000,^DJI,Dow Jones Industrial Avg
2020-01-29,28820.529296875,28944.240234375,28728.189453125,28734.44921875,28734.44921875,302290000,^DJI,Dow Jones Industrial Avg
2020-01-30,28640.16015625,28879.7109375,28489.759765625,28859.439453125,28859.439453125,326850000,^DJI,Dow Jones Industrial Avg
2020-01-31,28813.0390625,28813.0390625,28169.529296875,28256.029296875,28256.029296875,403890000,^DJI,Dow Jones Industrial Avg
2020-02-03,28319.650390625,28630.390625,28319.650390625,28399.810546875,28399.810546875,307910000,^DJI,Dow Jones Industrial Avg
2020-02-04,28696.740234375,28904.880859375,28696.740234375,28807.630859375,28807.630859375,332750000,^DJI,Dow Jones Industrial Avg
2020-02-05,29048.73046875,29308.890625,29000.849609375,29290.849609375,29290.849609375,357540000,^DJI,Dow Jones Industrial Avg
2020-02-06,29388.580078125,29408.05078125,29246.9296875,29379.76953125,29379.76953125,263700000,^DJI,Dow Jones Industrial Avg
2020-02-07,29286.919921875,29286.919921875,29056.98046875,29102.509765625,29102.509765625,252860000,^DJI,Dow Jones Industrial Avg
2020-02-10,28995.66015625,29278.0703125,28995.66015625,29276.8203125,29276.8203125,250510000,^DJI,Dow Jones Industrial Avg
2020-02-11,29390.7109375,29415.390625,29210.470703125,29276.33984375,29276.33984375,279540000,^DJI,Dow Jones Industrial Avg
2020-02-12,29406.75,29568.5703125,29406.75,29551.419921875,29551.419921875,309530000,^DJI,Dow Jones Industrial Avg
2020-02-13,29436.029296875,29535.400390625,29345.9296875,29423.310546875,29423.310546875,291150000,^DJI,Dow Jones Industrial Avg
2020-02-14,29440.470703125,29463.0390625,29283.1796875,29398.080078125,29398.080078125,231000000,^DJI,Dow Jones Industrial Avg
2020-02-18,29282.779296875,29330.16015625,29116.810546875,29232.189453125,29232.189453125,256600000,^DJI,Dow Jones Industrial Avg
2020-02-19,29312.69921875,29409.08984375,29274.380859375,29348.029296875,29348.029296875,240640000,^DJI,Dow Jones Industrial Avg
2020-02-20,29296.25,29368.44921875,28959.650390625,29219.98046875,29219.98046875,287780000,^DJI,Dow Jones Industrial Avg
2020-02-21,29146.529296875,29146.529296875,28892.69921875,28992.41015625,28992.41015625,311210000,^DJI,Dow Jones Industrial Avg
2020-02-24,28402.9296875,28402.9296875,27912.439453125,27960.80078125,27960.80078125,452580000,^DJI,Dow Jones Industrial Avg
2020-02-25,28037.650390625,28149.19921875,26997.619140625,27081.359375,27081.359375,513270000,^DJI,Dow Jones Industrial Avg
2020-02-26,27159.4609375,27542.779296875,26890.970703125,26957.58984375,26957.58984375,472450000,^DJI,Dow Jones Industrial Avg
2020-02-27,26526.0,26775.310546875,25752.8203125,25766.640625,25766.640625,664980000,^DJI,Dow Jones Industrial Avg
2020-02-28,25270.830078125,25494.240234375,24681.009765625,25409.359375,25409.359375,915990000,^DJI,Dow Jones Industrial Avg
2020-03-02,25590.509765625,26706.169921875,25391.9609375,26703.3203125,26703.3203125,637200000,^DJI,Dow Jones Industrial Avg
2020-03-03,26762.470703125,27084.58984375,25706.279296875,25917.41015625,25917.41015625,647080000,^DJI,Dow Jones Industrial Avg
2020-03-04,26383.6796875,27102.33984375,26286.310546875,27090.859375,27090.859375,457590000,^DJI,Dow Jones Industrial Avg
2020-03-05,26671.919921875,26671.919921875,25943.330078125,26121.279296875,26121.279296875,477370000,^DJI,Dow Jones Industrial Avg
2020-03-06,25457.2109375,25994.380859375,25226.619140625,25864.779296875,25864.779296875,599780000,^DJI,Dow Jones Industrial Avg
2020-03-09,24992.359375,24992.359375,23706.0703125,23851.01953125,23851.01953125,750430000,^DJI,Dow Jones Industrial Avg
2020-03-10,24453.0,25020.990234375,23690.33984375,25018.16015625,25018.16015625,654860000,^DJI,Dow Jones Industrial Avg
2020-03-11,24604.630859375,24604.630859375,23328.3203125,23553.220703125,23553.220703125,663960000,^DJI,Dow Jones Industrial Avg
2020-03-12,22184.7109375,22837.94921875,21154.4609375,21200.619140625,21200.619140625,908260000,^DJI,Dow Jones Industrial Avg
2020-03-13,21973.8203125,23189.759765625,21285.369140625,23185.619140625,23185.619140625,843080000,^DJI,Dow Jones Industrial Avg
2020-03-16,20917.529296875,21768.279296875,20116.4609375,20188.51953125,20188.51953125,770130000,^DJI,Dow Jones Industrial Avg
2020-03-17,20487.05078125,21379.349609375,19882.259765625,21237.380859375,21237.380859375,793060000,^DJI,Dow Jones Industrial Avg
2020-03-18,20188.689453125,20489.330078125,18917.4609375,19898.919921875,19898.919921875,871360000,^DJI,Dow Jones Industrial Avg
2020-03-19,19830.009765625,20442.630859375,19177.130859375,20087.189453125,20087.189453125,780300000,^DJI,Dow Jones Industrial Avg
2020-03-20,20253.150390625,20531.259765625,19094.26953125,19173.98046875,19173.98046875,872290000,^DJI,Dow Jones Industrial Avg
2020-03-23,19028.359375,19121.009765625,18213.650390625,18591.9296875,18591.9296875,787970000,^DJI,Dow Jones Industrial Avg
2020-03-24,19722.189453125,20737.69921875,19649.25,20704.91015625,20704.91015625,799340000,^DJI,Dow Jones Industrial Avg
2020-03-25,21050.33984375,22019.9296875,20538.33984375,21200.55078125,21200.55078125,796320000,^DJI,Dow Jones Industrial Avg
2020-03-26,21468.380859375,22595.060546875,21427.099609375,22552.169921875,22552.169921875,705180000,^DJI,Dow Jones Industrial Avg
2020-03-27,21898.470703125,22327.5703125,21469.26953125,21636.779296875,21636.779296875,588830000,^DJI,Dow Jones Industrial Avg
2020-03-30,21678.220703125,22378.08984375,21522.080078125,22327.48046875,22327.48046875,545540000,^DJI,Dow Jones Industrial Avg
2020-03-31,22208.419921875,22480.369140625,21852.080078125,21917.16015625,21917.16015625,571210000,^DJI,Dow Jones Industrial Avg
2020-04-01,21227.380859375,21487.240234375,20784.4296875,20943.509765625,20943.509765625,506680000,^DJI,Dow Jones Industrial Avg
2020-04-02,20819.4609375,21477.76953125,20735.01953125,21413.439453125,21413.439453125,529540000,^DJI,Dow Jones Industrial Avg
2020-04-03,21285.9296875,21447.810546875,20863.08984375,21052.529296875,21052.529296875,450010000,^DJI,Dow Jones Industrial Avg
2020-04-06,21693.630859375,22783.44921875,21693.630859375,22679.990234375,22679.990234375,610760000,^DJI,Dow Jones Industrial Avg
2020-04-07,23537.439453125,23617.240234375,22634.44921875,22653.859375,22653.859375,594660000,^DJI,Dow Jones Industrial Avg
2020-04-08,22893.470703125,23513.400390625,22682.990234375,23433.5703125,23433.5703125,472740000,^DJI,Dow Jones Industrial Avg
2020-04-09,23690.66015625,24008.990234375,23504.08984375,23719.369140625,23719.369140625,566400000,^DJI,Dow Jones Industrial Avg
2020-04-13,23698.9296875,23698.9296875,23095.349609375,23390.76953125,23390.76953125,394320000,^DJI,Dow Jones Industrial Avg
2020-04-14,23690.5703125,24040.580078125,23683.439453125,23949.759765625,23949.759765625,485910000,^DJI,Dow Jones Industrial Avg
2020-04-15,23600.720703125,23649.720703125,23233.3203125,23504.349609375,23504.349609375,437630000,^DJI,Dow Jones Industrial Avg
2020-04-16,23543.66015625,23598.080078125,23211.380859375,23537.6796875,23537.6796875,471050000,^DJI,Dow Jones Industrial Avg
2020-04-17,23817.150390625,24264.2109375,23817.150390625,24242.490234375,24242.490234375,525950000,^DJI,Dow Jones Industrial Avg
2020-04-20,24095.099609375,24108.689453125,23627.189453125,23650.439453125,23650.439453125,423410000,^DJI,Dow Jones Industrial Avg
2020-04-21,23365.25,23365.25,22941.880859375,23018.880859375,23018.880859375,485140000,^DJI,Dow Jones Industrial Avg
2020-04-22,23437.33984375,23613.099609375,23339.599609375,23475.8203125,23475.8203125,352880000,^DJI,Dow Jones Industrial Avg
2020-04-23,23543.08984375,23885.359375,23483.349609375,23515.259765625,23515.259765625,389290000,^DJI,Dow Jones Industrial Avg
2020-04-24,23628.240234375,23826.0,23417.6796875,23775.26953125,23775.26953125,376020000,^DJI,Dow Jones Industrial Avg
2020-04-27,23866.150390625,24207.650390625,23840.609375,24133.779296875,24133.779296875,389390000,^DJI,Dow Jones Industrial Avg
2020-04-28,24357.169921875,24512.240234375,24031.19921875,24101.55078125,24101.55078125,400250000,^DJI,Dow Jones Industrial Avg
2020-04-29,24490.369140625,24764.76953125,24453.990234375,24633.859375,24633.859375,455290000,^DJI,Dow Jones Industrial Avg
2020-04-30,24585.5703125,24585.5703125,24186.900390625,24345.720703125,24345.720703125,487840000,^DJI,Dow Jones Industrial Avg
2020-05-01,24120.779296875,24120.779296875,23645.30078125,23723.689453125,23723.689453125,418160000,^DJI,Dow Jones Industrial Avg
2020-05-04,23581.55078125,23769.560546875,23361.16015625,23749.759765625,23749.759765625,355360000,^DJI,Dow Jones Industrial Avg
2020-05-05,23958.880859375,24169.720703125,23868.91015625,23883.08984375,23883.08984375,369710000,^DJI,Dow Jones Industrial Avg
2020-05-06,23978.880859375,24054.58984375,23661.140625,23664.640625,23664.640625,377450000,^DJI,Dow Jones Industrial Avg
2020-05-07,23837.2109375,24094.619140625,23834.390625,23875.890625,23875.890625,369890000,^DJI,Dow Jones Industrial Avg
2020-05-08,24107.8203125,24349.900390625,24107.05078125,24331.3203125,24331.3203125,335760000,^DJI,Dow Jones Industrial Avg
2020-05-11,24256.44921875,24366.2109375,24070.220703125,24221.990234375,24221.990234375,352400000,^DJI,Dow Jones Industrial Avg
2020-05-12,24292.83984375,24382.08984375,23761.580078125,23764.779296875,23764.779296875,359480000,^DJI,Dow Jones Industrial Avg
2020-05-13,23702.16015625,23708.900390625,23067.640625,23247.970703125,23247.970703125,469950000,^DJI,Dow Jones Industrial Avg
2020-05-14,23049.060546875,23630.859375,22789.619140625,23625.33984375,23625.33984375,472700000,^DJI,Dow Jones Industrial Avg
2020-05-15,23454.830078125,23730.080078125,23354.150390625,23685.419921875,23685.419921875,491510000,^DJI,Dow Jones Industrial Avg
2020-05-18,24059.98046875,24708.5390625,24059.98046875,24597.369140625,24597.369140625,484190000,^DJI,Dow Jones Industrial Avg
2020-05-19,24577.48046875,24599.5,24202.9609375,24206.859375,24206.859375,374100000,^DJI,Dow Jones Industrial Avg
2020-05-20,24455.939453125,24649.48046875,24455.939453125,24575.900390625,24575.900390625,366510000,^DJI,Dow Jones Industrial Avg
2020-05-21,24564.26953125,24718.4609375,24370.880859375,24474.119140625,24474.119140625,346770000,^DJI,Dow Jones Industrial Avg
2020-05-22,24461.98046875,24481.640625,24294.0703125,24465.16015625,24465.16015625,255660000,^DJI,Dow Jones Industrial Avg
2020-05-26,24781.83984375,25176.419921875,24781.83984375,24995.109375,24995.109375,424380000,^DJI,Dow Jones Industrial Avg
2020-05-27,25298.630859375,25551.560546875,25009.869140625,25548.26953125,25548.26953125,411230000,^DJI,Dow Jones Industrial Avg
2020-05-28,25697.359375,25758.7890625,25358.73046875,25400.640625,25400.640625,377800000,^DJI,Dow Jones Industrial Avg
2020-05-29,25324.150390625,25482.80078125,25031.669921875,25383.109375,25383.109375,527620000,^DJI,Dow Jones Industrial Avg
2020-06-01,25342.990234375,25508.830078125,25220.66015625,25475.01953125,25475.01953125,338310000,^DJI,Dow Jones Industrial Avg
2020-06-02,25582.51953125,25743.130859375,25523.740234375,25742.650390625,25742.650390625,352610000,^DJI,Dow Jones Industrial Avg
2020-06-03,25906.880859375,26337.75,25906.880859375,26269.890625,26269.890625,398790000,^DJI,Dow Jones Industrial Avg
